sid,schid,distid,al_grp_avg,al_sr_grp_avg,al_is_grp_avg,e_ma_grp_avg,e_lit_ln_grp_avg,e_lit_ls_grp_avg,gender,ethnic_cd,al_admn_cd,al_atmpt_cd,al_s_ravg,al_i_savg,al_to_tavg,e_ma_admn_cd,e_ma_atmpt_cd,e_ma_to_tscore,e_lit_ln_atmpt_cd,e_lit_ln_admn_cd,e_lit_l_ncorr,e_lit_ls_atmpt_cd,e_lit_ls_admn_cd,e_lit_l_scorr
33622,629,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.2,4,4.1333,0,Y,10,Y,0,33,Y,0,19
33623,297,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.3,5,4.5333,0,Y,14,Y,0,22,Y,0,9
33624,291,124,Y,Y,Y,N,N,N,F,W,0,Y,4,4,4,5,N,NA,N,5,NA,N,5,NA
33625,291,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.6,4.6,3.9333,0,Y,3,Y,0,16,Y,0,6
33626,291,124,Y,Y,Y,Y,Y,Y,F,A,0,Y,3.6,4.4,3.8667,0,Y,9,Y,0,34,Y,0,17
33627,291,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.9,3.4,3.7333,0,Y,11,Y,0,76,Y,0,30
33628,627,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.3,2,2.8667,0,Y,5,Y,0,63,Y,0,49
33629,627,124,Y,Y,Y,Y,Y,Y,M,H,0,Y,3,4,3.3333,0,Y,2,Y,0,6,Y,0,1
33630,278,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.8,4,3.2,0,Y,6,Y,0,20,Y,0,0
33631,278,124,Y,Y,Y,N,N,N,M,M,0,Y,3.9,4.2,4,5,N,NA,N,5,NA,N,5,NA
33632,284,124,Y,Y,Y,Y,Y,Y,M,M,0,Y,3.6,4,3.7333,0,Y,4,Y,0,5,Y,0,6
33633,284,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,3,3,3,0,Y,6,Y,0,30,Y,0,9
33634,284,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,2,2,2,0,Y,4,Y,0,36,Y,0,6
33635,284,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,4,4.4,4.1333,0,Y,10,Y,0,30,Y,0,16
33636,290,124,Y,Y,Y,N,Y,Y,F,W,0,Y,2,2.4,2.1333,1,N,NA,Y,0,0,Y,0,1
33637,290,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.6,4.6,4.6,0,Y,10,Y,0,37,Y,0,7
33638,290,124,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.6,4.2,3.8,0,Y,6,Y,0,10,Y,0,5
33639,295,124,Y,Y,Y,Y,Y,Y,M,M,0,Y,3.3,3,3.2,0,Y,5,Y,0,36,Y,0,16
33640,295,124,Y,Y,Y,Y,Y,Y,M,H,0,Y,2,4,2.6667,0,Y,7,Y,0,0,Y,0,0
33641,295,124,Y,Y,Y,Y,Y,Y,F,M,0,Y,3.7,4,3.8,0,Y,6,Y,0,25,Y,0,0
33642,295,124,Y,Y,Y,N,N,N,M,H,0,Y,1.6,1.6,1.6,1,N,NA,N,1,NA,N,1,NA
33643,295,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.9,4,3.9333,0,Y,10,Y,0,23,Y,0,15
33644,295,124,Y,Y,Y,Y,Y,Y,M,H,0,Y,2.7,4,3.1333,0,Y,7,Y,0,6,Y,0,0
33645,303,124,N,N,N,Y,Y,Y,F,W,NA,NA,NA,NA,NA,0,Y,5,Y,0,16,Y,0,3
33646,303,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.9,4,3.9333,0,Y,8,Y,0,25,Y,0,21
33647,304,124,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.6,5,4.0667,0,Y,11,Y,0,8,Y,0,3
33648,527,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,4,4,4,0,Y,12,Y,0,11,Y,0,0
33649,527,124,Y,Y,Y,Y,Y,Y,F,H,0,Y,3.6,5,4.0667,0,Y,2,Y,0,11,Y,0,0
33650,527,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.4,4.6,4.4667,0,Y,13,Y,0,29,Y,0,7
33651,527,124,Y,Y,Y,Y,Y,Y,F,H,0,Y,3.1,3.8,3.3333,0,Y,3,Y,0,0,Y,0,0
33652,685,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.7,3.4,2.9333,0,Y,4,Y,0,7,Y,0,0
33653,673,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.4,5,4.6,0,Y,8,Y,0,38,Y,0,18
33654,737,124,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.7,5,4.1333,0,Y,12,Y,0,39,Y,0,12
33655,737,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.1,4,4.0667,0,Y,11,Y,0,25,Y,0,12
33656,737,124,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.1,5,3.7333,0,Y,7,Y,0,0,Y,0,0
33657,737,124,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.3,4.8,3.8,0,Y,7,Y,0,3,Y,0,0
33658,737,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.1,4,3.4,0,Y,9,Y,0,5,Y,0,5
33659,737,124,Y,Y,Y,Y,Y,Y,M,I,0,Y,3.2,4.2,3.5333,0,Y,11,Y,0,26,Y,0,1
33660,737,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.5,2,2.3333,0,Y,8,Y,0,10,Y,0,0
33661,626,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,2.9,3.2,3,0,Y,10,Y,0,19,Y,0,4
33662,713,30,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.3,4.4,4.3333,0,Y,8,Y,0,9,Y,0,0
33663,626,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.7,5,4.8,0,Y,10,Y,0,13,Y,0,5
33664,626,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.7,5,4.8,0,Y,1,Y,0,35,Y,0,7
33665,626,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.5,2.6,2.5333,0,Y,7,Y,0,46,Y,0,8
33666,626,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.4,2.8,3.2,0,Y,14,Y,0,30,Y,0,10
33667,626,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.9,3.4,3.0667,0,Y,10,Y,0,4,Y,0,5
33668,626,124,N,N,N,Y,Y,Y,M,W,NA,NA,NA,NA,NA,0,Y,6,Y,0,48,Y,0,28
33669,626,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.2,4,2.8,0,Y,8,Y,0,0,Y,0,0
33670,628,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.8,4,4.5333,0,Y,14,Y,0,70,Y,0,23
33671,628,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.1,5,4.4,0,Y,10,Y,0,11,Y,0,1
33672,628,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.4,5,3.9333,0,Y,8,Y,0,9,Y,0,0
33673,628,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.9,4,3.9333,0,Y,7,Y,0,23,Y,0,8
33674,278,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.3,4.4,4.3571,0,Y,10,Y,0,27,Y,0,11
33675,278,124,Y,Y,Y,Y,Y,Y,M,H,0,Y,2.1,2,2.0667,0,Y,9,Y,0,0,Y,0,0
33676,278,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.6,4.4,3.8667,0,Y,11,Y,0,2,Y,0,0
33677,278,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.3,3.4,3.3333,0,Y,10,Y,0,0,Y,0,1
33678,292,124,Y,Y,Y,Y,Y,Y,M,H,0,Y,2.6,4.2,3.1333,0,Y,7,Y,0,10,Y,0,0
33679,292,124,Y,Y,Y,Y,Y,Y,F,H,0,Y,3.4,4,3.6,0,Y,6,Y,0,5,Y,0,0
33680,300,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,2.6,3.4,2.8667,0,Y,11,Y,0,0,Y,0,0
33681,292,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.7,3.8,3.7333,0,Y,9,Y,0,18,Y,0,0
33682,292,124,Y,Y,Y,Y,Y,Y,M,B,0,Y,3.5,5,4,0,Y,6,Y,0,39,Y,0,15
33683,292,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.3,2.8,2.4667,0,Y,9,Y,0,1,Y,0,0
33684,292,124,Y,Y,Y,Y,Y,Y,M,H,0,Y,4.2,4.4,4.2667,0,Y,7,Y,0,42,Y,0,26
33685,292,124,Y,Y,Y,Y,N,N,M,H,0,Y,4,4.2,4.0667,0,Y,7,N,1,NA,N,1,NA
33686,292,124,Y,Y,Y,Y,N,N,M,W,0,Y,3.5,3,3.3333,0,Y,4,NA,NA,NA,NA,NA,NA
33687,280,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,3,3.8,3.2667,0,Y,8,Y,0,3,Y,0,2
33688,280,124,Y,Y,Y,Y,Y,Y,M,H,0,Y,2.3,2.6,2.4,0,Y,6,Y,0,1,Y,0,0
33689,307,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.7,5,4.8,0,Y,10,Y,0,25,Y,0,7
33690,286,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.4,4.4,3.7333,0,Y,9,Y,0,41,Y,0,22
33691,286,124,Y,Y,Y,Y,Y,Y,M,I,0,Y,4,4.2,4.0667,0,Y,10,Y,0,25,Y,0,10
33692,286,124,Y,Y,Y,Y,Y,Y,F,M,0,Y,4.7,5,4.8,0,Y,6,Y,0,1,Y,0,0
33693,292,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,1,1.6,1.2,0,Y,10,Y,0,5,Y,0,0
33694,292,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.3,4.2,3.6,0,Y,8,Y,0,24,Y,0,3
33695,291,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,4,4,4,0,Y,12,Y,0,14,Y,0,0
33696,292,124,N,N,N,Y,Y,Y,M,W,NA,NA,NA,NA,NA,0,Y,8,Y,0,36,Y,0,2
33697,280,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,2,2.4,2.1333,0,Y,6,Y,0,27,Y,0,5
33698,307,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.6,4,3.7333,0,Y,8,Y,0,30,Y,0,14
33699,307,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.1,3.6,3.2667,0,Y,9,Y,0,1,Y,0,0
33700,300,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,1.5,3.2,2.0667,0,Y,9,Y,0,0,Y,0,0
33701,300,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,3,3,3,0,Y,7,Y,0,13,Y,0,7
33702,300,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,5,5,5,0,Y,11,Y,0,10,Y,0,1
33703,743,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,4,4,4,0,Y,0,Y,0,24,Y,0,2
33704,743,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,2.7,1.2,2.2,0,Y,10,Y,0,17,Y,0,2
33705,743,124,Y,Y,Y,Y,Y,Y,M,H,0,Y,4.6,5,4.7333,0,Y,9,Y,0,37,Y,0,9
33706,743,124,Y,Y,Y,Y,Y,Y,F,H,0,Y,2.2,3,2.4667,0,Y,10,Y,0,5,Y,0,0
33707,743,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,3,3,3,0,Y,6,Y,0,25,Y,0,3
33708,300,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.7,2.8,2.7333,0,Y,12,Y,0,0,Y,0,0
33709,300,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,4,3.4,3.8,0,Y,5,Y,0,27,Y,0,2
33710,743,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.1,4.6,4.2667,0,Y,11,Y,0,20,Y,0,0
33711,743,124,Y,Y,Y,Y,N,N,M,W,0,Y,2.2,2.6,2.3333,0,Y,8,NA,NA,NA,NA,NA,NA
33712,743,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.4,4.8,4.5333,0,Y,7,Y,0,7,Y,0,0
33713,278,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.2,4.75,4.3333,0,Y,10,Y,0,46,Y,0,28
33714,278,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,2.9,3.8,3.2,0,Y,9,Y,0,5,Y,0,1
33715,278,124,Y,Y,Y,Y,Y,Y,M,A,0,Y,2.6,3,2.7333,0,Y,6,Y,0,0,Y,0,0
33716,278,124,Y,Y,Y,Y,Y,Y,M,H,0,Y,2.6,2.6,2.6,0,Y,9,Y,0,43,Y,0,12
33717,278,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.2,3.4,3.2667,0,Y,4,Y,0,13,Y,0,0
33718,278,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,4,4,4,0,Y,8,Y,0,37,Y,0,5
33719,278,124,Y,Y,Y,Y,Y,Y,M,H,0,Y,4.4,5,4.6,0,Y,5,Y,0,0,Y,0,0
33720,295,124,Y,Y,Y,Y,Y,Y,F,H,0,Y,2.8,2.6,2.7333,0,Y,11,Y,0,11,Y,0,1
33721,295,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,5,5,5,0,Y,5,Y,0,24,Y,0,2
33722,295,124,Y,Y,Y,Y,Y,Y,M,A,0,Y,1.9,3,2.2667,0,Y,5,Y,0,19,Y,0,1
33723,301,124,Y,Y,Y,Y,Y,Y,M,M,0,Y,3.2,2.6,3,0,Y,7,Y,0,24,Y,0,9
33724,303,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,2.8,3.6,3.0667,0,Y,9,Y,0,9,Y,0,1
33725,303,124,Y,Y,Y,Y,Y,Y,M,M,0,Y,3.4,4,3.6,0,Y,15,Y,0,37,Y,0,0
33726,303,124,Y,Y,Y,Y,Y,Y,F,H,0,Y,3.9,5,4.2667,0,Y,7,Y,0,33,Y,0,6
33727,303,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,4,4,4,0,Y,7,Y,0,1,Y,0,0
33728,303,124,Y,Y,Y,Y,Y,Y,M,H,0,Y,2.2,3.2,2.5333,0,Y,5,Y,0,0,Y,0,1
33729,282,124,Y,Y,Y,Y,Y,Y,M,H,0,Y,2.4,3.8,2.8667,0,Y,8,Y,0,2,Y,0,2
33730,282,124,Y,Y,Y,Y,Y,Y,M,A,0,Y,3.4,3.4,3.4,0,Y,12,Y,0,29,Y,0,0
33731,282,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,3,5,3.5714,0,Y,10,Y,0,14,Y,0,6
33732,282,124,Y,Y,Y,Y,Y,Y,F,H,0,Y,4,4,4,0,Y,4,Y,0,4,Y,0,1
33733,282,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.5,3.4,3.4667,0,Y,16,Y,0,35,Y,0,21
33734,278,124,Y,Y,Y,Y,Y,Y,F,H,0,Y,3,3.8,3.2667,0,Y,11,Y,0,1,Y,0,1
33735,278,124,Y,Y,Y,Y,Y,Y,M,I,0,Y,3.3,2.4,3,0,Y,0,Y,0,3,Y,0,0
33736,278,124,Y,Y,Y,Y,Y,Y,F,H,0,Y,4.8,5,4.8667,0,Y,4,Y,0,0,Y,0,0
33737,743,124,Y,Y,Y,Y,Y,Y,M,H,0,Y,3,4.2,3.4,0,Y,5,Y,0,12,Y,0,0
33738,743,124,Y,Y,Y,Y,Y,Y,F,H,0,Y,4,4.8,4.2667,0,Y,12,Y,0,8,Y,0,0
33739,743,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.2,4,4.1333,0,Y,7,Y,0,29,Y,0,17
33740,743,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.5,3.2,3.4,0,Y,7,Y,0,19,Y,0,0
33741,743,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.4,4,4.2667,0,Y,10,Y,0,42,Y,0,35
33742,286,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.4,2.2,3.0667,0,Y,9,Y,0,10,Y,0,0
33743,286,124,Y,Y,Y,Y,Y,Y,M,A,0,Y,5,5,5,0,Y,13,Y,0,35,Y,0,2
33744,602,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.7,4.8,4.0667,0,Y,8,Y,0,27,Y,0,10
33745,602,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.9,3.8,3.8667,0,Y,8,Y,0,40,Y,0,0
33746,279,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.9,4.4,4.7333,0,Y,15,Y,0,32,Y,0,14
33747,279,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.9,5,4.2667,0,Y,8,Y,0,38,Y,0,6
33748,294,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.3,4.4,3.6667,0,Y,8,Y,0,6,Y,0,0
33749,294,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,2.2,4,2.8,0,Y,9,Y,0,12,Y,0,0
33750,294,124,Y,Y,Y,Y,Y,Y,M,H,0,Y,2.4,4,2.9333,0,Y,5,Y,0,4,Y,0,0
33751,294,124,N,N,N,Y,Y,Y,M,W,5,N,NA,NA,NA,0,Y,6,Y,0,26,Y,0,19
33752,304,124,Y,Y,Y,Y,Y,Y,M,P,0,Y,2.5,3.2,2.7333,0,Y,7,Y,0,6,Y,0,1
33753,294,124,Y,Y,Y,Y,Y,N,F,H,0,Y,4.9,5,4.9333,0,Y,7,Y,0,7,N,1,NA
33754,298,124,Y,Y,Y,Y,Y,Y,M,A,0,Y,2.7,3,2.8,0,Y,11,Y,0,2,Y,0,1
33755,298,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.9,3,2.9333,0,Y,15,Y,0,48,Y,0,29
33756,298,124,Y,Y,Y,Y,Y,Y,F,H,0,Y,4,4,4,0,Y,6,Y,0,24,Y,0,0
33757,298,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.3,4.2,3.6,0,Y,7,Y,0,2,Y,0,0
33758,298,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.9,4.2,3.3333,0,Y,5,Y,0,0,Y,0,0
33759,652,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,4,4,4,0,Y,5,Y,0,19,Y,0,0
33760,652,124,Y,Y,Y,Y,N,N,M,W,0,Y,2.8,3.4,3,0,Y,6,NA,NA,NA,NA,NA,NA
33761,737,124,Y,Y,Y,Y,Y,Y,M,H,0,Y,2,3.2,2.4,0,Y,8,Y,0,23,Y,0,0
33762,737,124,N,N,N,Y,Y,Y,M,W,NA,NA,NA,NA,NA,0,Y,14,Y,0,14,Y,0,3
33763,306,124,N,N,N,Y,Y,Y,F,W,NA,NA,NA,NA,NA,0,Y,8,Y,0,11,Y,0,1
33764,288,124,Y,Y,Y,Y,Y,Y,M,B,0,Y,3,3.8,3.2667,0,Y,7,Y,0,17,Y,0,0
33765,628,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,5,5,5,0,Y,6,Y,0,22,Y,0,7
33766,288,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.9,4.6,4.8,0,Y,4,Y,0,45,Y,0,16
33767,284,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,4,4,4,0,Y,8,Y,0,17,Y,0,4
33768,287,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.3,3.2,2.6,0,Y,12,Y,0,13,Y,0,4
33769,287,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.5,5,4.6667,0,Y,12,Y,0,24,Y,0,11
33770,287,124,Y,Y,Y,Y,Y,Y,M,H,0,Y,1.9,2.6,2.1333,0,Y,5,Y,0,0,Y,0,0
33771,286,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.7,3.2,3.5333,0,Y,9,Y,0,9,Y,0,1
33772,628,124,Y,Y,Y,Y,N,N,M,H,0,Y,3.5,3.8,3.6,0,Y,6,N,1,NA,N,1,NA
33773,628,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.9,4,3.9333,0,Y,9,Y,0,16,Y,0,0
33774,286,124,Y,Y,Y,Y,Y,Y,F,A,0,Y,3.6,4,3.7333,0,Y,15,Y,0,22,Y,0,8
33775,286,124,N,N,N,Y,Y,N,M,W,NA,NA,NA,NA,NA,0,Y,12,Y,0,0,Y,C,0
33776,286,124,Y,Y,Y,N,Y,Y,F,W,0,Y,3.8,3.6,3.7333,C,Y,NA,Y,0,35,Y,0,6
33777,286,124,Y,Y,Y,Y,Y,Y,F,I,0,Y,2.9,4,3.2667,0,Y,13,Y,0,5,Y,0,0
33778,286,124,Y,Y,Y,Y,Y,Y,M,H,0,Y,2.1,3,2.4,0,Y,10,Y,0,0,Y,0,0
33779,286,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.3,4,3.5333,0,Y,7,Y,0,10,Y,0,0
33780,286,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,4,4,4,0,Y,14,Y,0,40,Y,0,32
33781,286,124,N,N,N,Y,Y,Y,F,W,NA,NA,NA,NA,NA,0,Y,9,Y,0,38,Y,0,0
33782,286,124,Y,Y,Y,Y,Y,Y,F,H,0,Y,3.1,4,3.4,0,Y,5,Y,0,26,Y,0,4
33783,602,124,Y,Y,Y,N,N,N,F,W,0,Y,1.8,3.6,2.4,5,N,NA,N,5,NA,N,5,NA
33784,294,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.9,3,2.9333,0,Y,5,Y,0,26,Y,0,0
33785,298,124,Y,Y,Y,Y,Y,Y,F,H,0,Y,3.6,3.4,3.5333,0,Y,7,Y,0,15,Y,0,4
33786,298,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.8,4,3.8667,0,Y,9,Y,0,15,Y,0,1
33787,652,124,Y,Y,Y,Y,Y,N,M,W,0,Y,2.2,2.8,2.4,0,Y,9,Y,0,0,Y,C,0
33788,652,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.8,4,3.8667,0,Y,8,Y,0,4,Y,0,2
33789,652,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.6,3.8,3.6667,0,Y,9,Y,0,9,Y,0,1
33790,652,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.3,2.8,3.1333,0,Y,10,Y,0,12,Y,0,3
33791,652,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.3,4,3.5333,0,Y,8,Y,0,22,Y,0,2
33792,652,124,Y,Y,Y,Y,Y,Y,F,H,0,Y,4.9,5,4.9333,0,Y,8,Y,0,0,Y,0,0
33793,652,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.1,4,4.0667,0,Y,3,Y,0,4,Y,0,1
33794,737,124,Y,Y,Y,Y,Y,Y,M,M,0,Y,2.8,4.4,3.3333,0,Y,8,Y,0,20,Y,0,0
33795,737,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,5,5,5,0,Y,9,Y,0,39,Y,0,27
33796,737,124,Y,Y,Y,Y,Y,Y,M,H,0,Y,2.9,3,2.9333,0,Y,8,Y,0,1,Y,0,0
33797,281,124,Y,Y,Y,Y,Y,Y,M,H,0,Y,1.7,3.8,2.4667,0,Y,5,Y,0,2,Y,0,0
33798,297,124,Y,Y,Y,Y,Y,Y,M,A,0,Y,5,5,5,0,Y,13,Y,0,27,Y,0,20
33799,297,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,4,4,4,0,Y,8,Y,0,39,Y,0,20
33800,297,124,Y,Y,Y,Y,Y,Y,F,H,0,Y,2.2,3,2.4667,0,Y,9,Y,0,0,Y,0,0
33801,297,124,Y,Y,Y,Y,Y,Y,M,M,0,Y,3.7,4,3.8,0,Y,10,Y,0,0,Y,0,3
33802,297,124,Y,Y,Y,Y,Y,Y,F,M,0,Y,2.9,2.4,2.7333,0,Y,14,Y,0,18,Y,0,19
33803,285,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,3,3,3,0,Y,2,Y,0,48,Y,0,6
33804,673,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,4,3.8,3.9333,0,Y,13,Y,0,6,Y,0,8
33805,299,124,Y,Y,Y,Y,Y,Y,F,M,0,Y,4,4,4,0,Y,8,Y,0,28,Y,0,20
33806,299,124,Y,Y,Y,Y,N,N,F,H,0,Y,4,4.6,4.2,0,Y,1,NA,NA,NA,NA,NA,NA
33807,299,124,Y,Y,Y,Y,Y,Y,F,M,0,Y,5,5,5,0,Y,13,Y,0,0,Y,0,2
33808,305,124,Y,Y,Y,Y,Y,Y,F,H,0,Y,2.4,5,3.2667,0,Y,8,Y,0,0,Y,0,0
33809,305,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,4.8,5,4.8667,0,Y,13,Y,0,13,Y,0,7
33810,305,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,2.6,3.4,2.8667,0,Y,8,Y,0,1,Y,0,1
33811,305,124,N,N,N,Y,Y,Y,F,W,NA,NA,NA,NA,NA,0,Y,10,Y,0,8,Y,0,0
33812,305,124,Y,Y,Y,Y,N,N,M,W,0,Y,1.9,2.6,2.1333,0,Y,4,NA,NA,NA,NA,NA,NA
33813,291,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.5,4.4,3.8,0,Y,7,Y,0,20,Y,0,5
33814,291,124,Y,Y,Y,N,N,N,M,H,0,Y,2.9,3.6,3.1333,NA,NA,NA,NA,NA,NA,NA,NA,NA
33815,653,124,Y,Y,Y,Y,Y,Y,F,B,0,Y,3.1,4,3.4,0,Y,2,Y,0,22,Y,0,0
33816,653,124,Y,Y,Y,N,N,N,F,M,0,Y,2.2,1.8,2.0667,NA,NA,NA,NA,NA,NA,NA,NA,NA
33817,653,124,Y,Y,Y,Y,Y,Y,F,A,0,Y,3.9,4,3.9333,0,Y,16,Y,0,28,Y,0,16
33818,629,124,Y,Y,Y,Y,Y,Y,M,H,0,Y,3.1,4,3.4,0,Y,0,Y,0,0,Y,0,0
33819,626,124,Y,Y,Y,N,N,N,M,B,0,Y,3.1,2.6,2.9333,NA,NA,NA,NA,NA,NA,NA,NA,NA
33820,626,124,Y,Y,Y,Y,Y,Y,F,H,0,Y,3.8,4,3.8667,0,Y,8,Y,0,23,Y,0,12
33821,626,124,Y,Y,Y,Y,Y,Y,M,M,0,Y,2.1,2,2.0667,0,Y,8,Y,0,0,Y,0,0
33822,626,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,3.7,4.4,3.9333,0,Y,12,Y,0,9,Y,0,2
33823,626,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,3.7,3.8,3.7333,0,Y,6,Y,0,21,Y,0,10
33824,626,124,Y,Y,Y,Y,Y,Y,M,H,0,Y,2.3,3,2.5333,0,Y,4,Y,0,5,Y,0,0
33825,628,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,4.2,4.4,4.2667,0,Y,8,Y,0,33,Y,0,10
33826,628,124,Y,Y,Y,Y,Y,Y,M,H,0,Y,2.3,3,2.5333,0,Y,10,Y,0,0,Y,0,12
33827,628,124,Y,Y,Y,Y,Y,Y,M,H,0,Y,1,2.2,1.4,0,Y,4,Y,0,0,Y,0,0
33828,286,124,Y,Y,Y,Y,Y,Y,M,W,0,Y,1.4,2.6,1.8,0,Y,4,Y,0,0,Y,0,0
33829,602,124,Y,Y,Y,Y,Y,Y,F,H,0,Y,4.7,4.4,4.6,0,Y,10,Y,0,37,Y,0,17
33830,289,124,Y,Y,Y,Y,Y,Y,F,W,0,Y,5,5,5,0,Y,4,Y,0,55,Y,0,17
